loge,emin,emax,crab_flux,photon_flux,energy_flux,sensitivity,regcoeff,nevents,npred
-1.1359784958807824,0.04999999999999999,0.10692345999911869,0.004087771424149105,4.52270535936458e-12,5.056772514615248e-13,6.616101801782635e-13,0.9999890296688815,1277918.0,1268246.3040582363
-0.8058754963143842,0.10692345999911869,0.22865252596366323,0.002301696888896786,8.268131660704522e-13,1.976903654824111e-13,2.586510624084818e-13,0.9999618053062618,532798.0,528475.9342237894
-0.475772496747986,0.22865252596366323,0.488966384271464,0.0016912071879440784,1.9724392197464933e-13,1.0085205445133959e-13,1.3195125096897042e-13,0.999595792600029,164583.0,163201.99730327248
-0.14566949718158773,0.488966384271464,1.045639552591274,0.0013383181669895314,5.067733258139052e-14,5.5411239795364955e-14,7.249810079246093e-14,0.9991525849726681,45843.0,45463.99987414746
0.1844335023848105,1.045639552591274,2.2360679774997894,0.0012977232586674828,1.5954530306784736e-14,3.7305352040546376e-14,4.88089994434669e-14,0.9982613924697731,11281.0,11186.999972811556
0.5145365019512083,2.2360679774997894,4.78176249895018,0.00153137538440167,6.11267291234482e-15,3.05647801533503e-14,3.99898742645055e-14,0.9976077695892258,2574.0,2561.999813072283
0.8446395015176059,4.78176249895018,10.225651825635712,0.0022680177343667096,2.939297209178925e-15,3.1429438394931725e-14,4.1121162439624904e-14,0.9981262840091798,664.0,658.9998706906782
1.1747425010840042,10.225651825635712,21.86724147886555,0.009038738982451956,3.8032288778214244e-15,8.696581674898559e-14,1.137829900837923e-13,0.9992697371540198,151.0,142.99815599979803
1.504845500650403,21.86724147886555,46.7624223911311,0.1077994027717136,1.4726804862612513e-14,7.201246047444803e-13,9.421854910790779e-13,0.9379415499219516,96.0,39.87250520903006
1.8349485002168011,46.7624223911311,100.0,0.025577448154275404,1.134480279778034e-15,1.1863123956018543e-13,1.5521290616363994e-13,0.9934841150414846,31.0,30.420522254777417
