loge,emin,emax,crab_flux,photon_flux,energy_flux,sensitivity,regcoeff,nevents,npred
-1.1359784958807824,0.04999999999999999,0.10692345999911869,0.0023407873783757396,2.5898443241641395e-12,2.895668091322555e-13,3.7885894255659043e-13,0.9999982546311226,3832133.0,3802622.9985244744
-0.8058754963143842,0.10692345999911869,0.22865252596366323,0.0013138729582353318,4.719680795734957e-13,1.1284718963820383e-13,1.4764526039752685e-13,0.9999984823909642,1596240.0,1583056.8657825408
-0.475772496747986,0.22865252596366323,0.488966384271464,0.000933069465141748,1.0882302422276145e-13,5.5641894840663044e-14,7.279988167273143e-14,0.9999647313453153,493843.0,489690.9933778567
-0.14566949718158773,0.488966384271464,1.045639552591274,0.0007808114586565344,2.956654325533591e-14,3.232843432732416e-14,4.229737683149352e-14,0.9991095758283921,137718.0,136574.99989257965
0.1844335023848105,1.045639552591274,2.2360679774997894,0.0006954065908299254,8.549500407603279e-15,1.9990693323062194e-14,2.6155114103181897e-14,0.9981476766862503,34109.0,33819.999985495575
0.5145365019512083,2.2360679774997894,4.78176249895018,0.0008444191809620272,3.3706028624377524e-15,1.6853794886784482e-14,2.2050907450364893e-14,0.9970385688018999,7760.0,7694.999995435516
0.8446395015176059,4.78176249895018,10.225651825635712,0.001058263157784017,1.37148396113401e-15,1.4665060250283236e-14,1.9187244683189417e-14,0.9983916957021697,1897.0,1881.0000079437145
1.1747425010840042,10.225651825635712,21.86724147886555,0.0024634622884418507,1.0365506663059454e-15,2.370209056380497e-14,3.101097461512688e-14,0.9949688685868108,374.0,363.9985130983617
1.504845500650403,21.86724147886555,46.7624223911311,0.0340820919613837,4.6560584262959885e-15,2.276761500667293e-13,2.978833994065933e-13,0.8860805282566837,282.0,117.0618177627709
1.8349485002168011,46.7624223911311,100.0,0.010380266062112677,4.604136845585813e-16,4.8144905718716616e-14,6.299108701283788e-14,0.99641371322736,98.0,94.4471984632488
