loge,emin,emax,crab_flux,photon_flux,energy_flux,sensitivity,regcoeff,nevents,npred
-1.1359784958807824,0.04999999999999999,0.10692345999911869,0.018729663977093927,2.0722477570020457e-11,2.316950733786753e-12,3.0314161612260056e-12,0.9999249648854555,73786.0,73244.8183586386
-0.8058754963143842,0.10692345999911869,0.22865252596366323,0.011028762098270764,3.961740467346986e-12,9.472489712017333e-13,1.2393469563819917e-12,0.9999649433184609,34320.0,34061.9527700751
-0.475772496747986,0.22865252596366323,0.488966384271464,0.008379002585293584,9.772352813661772e-13,4.996665287398753e-13,6.537459637608186e-13,0.9990848307283974,10918.0,10817.995419676401
-0.14566949718158773,0.488966384271464,1.045639552591274,0.007751375710781264,2.9351693382613047e-13,3.209351474472123e-13,4.1990016381870533e-13,0.9993973980545577,2997.0,2966.999889264663
0.1844335023848105,1.045639552591274,2.2360679774997894,0.008789907789708479,1.0806529765733416e-13,2.5268145755183433e-13,3.305994568183481e-13,0.9994468139054922,913.0,904.999958808422
0.5145365019512083,2.2360679774997894,4.78176249895018,0.013938843458535258,5.563860546948358e-14,2.782059123070952e-13,3.639947481049782e-13,0.9950659834509357,339.0,334.9967489091387
0.8446395015176059,4.78176249895018,10.225651825635712,0.022415532980682565,2.904999927206279e-14,3.1062703004068003e-13,4.064133886178782e-13,0.9949632387188885,109.0,107.99682775593291
1.1747425010840042,10.225651825635712,21.86724147886555,0.04760685623163917,2.0031529924027794e-14,4.580472058186288e-13,5.99292717827292e-13,0.8215952293118781,40.0,39.99990001903309
1.504845500650403,21.86724147886555,46.7624223911311,0.12382274096207477,1.6915801913707626e-14,8.271641595503324e-13,1.0822322480502858e-12,0.5697085621093771,20.0,19.614435489622263
1.8349485002168011,46.7624223911311,100.0,0.29867745694806486,1.324775180377769e-14,1.3853014863998512e-12,1.8124793301839035e-12,0.976979668078909,8.0,7.6628051272748445
