loge,emin,emax,crab_flux,photon_flux,energy_flux,sensitivity,regcoeff,nevents,npred
-1.1359784958807824,0.04999999999999999,0.10692345999911869,0.005829957671125705,6.4502581157793965e-12,7.211941826922328e-13,9.435848889295508e-13,0.9999737902916938,639380.0,634579.4635502882
-0.8058754963143842,0.10692345999911869,0.22865252596366323,0.0032960104100737096,1.183989436532804e-12,2.830909255447677e-13,3.7038612616085866e-13,0.9998757589396047,266530.0,264365.96005757176
-0.475772496747986,0.22865252596366323,0.488966384271464,0.0024243192435553936,2.82746099429003e-13,1.4456985406720226e-13,1.8915006937982558e-13,0.999752842216228,82558.0,81865.99669316583
-0.14566949718158773,0.488966384271464,1.045639552591274,0.0019432515382521917,7.358400036878178e-14,8.045768160722149e-14,1.05267976898362e-13,0.9992492910285248,22960.0,22744.99991387794
0.1844335023848105,1.045639552591274,2.2360679774997894,0.0019094097320987696,2.3474754910473024e-14,5.4889362404378085e-14,7.181529492432326e-14,0.9974972930118641,5739.0,5688.999992156076
0.5145365019512083,2.2360679774997894,4.78176249895018,0.0023959385614375664,9.563683008959993e-15,4.7820629831976924e-14,6.256681594422003e-14,0.9987428541001544,1285.0,1276.9999028610737
0.8446395015176059,4.78176249895018,10.225651825635712,0.0034903767676752115,4.523445534289599e-15,4.836848492517643e-14,6.32836101165418e-14,0.9983226378449591,318.0,313.9887976771655
1.1747425010840042,10.225651825635712,21.86724147886555,0.013318422306858403,5.6039906034242145e-15,1.2814259555149247e-13,1.6765722698875187e-13,0.9127884778962219,90.0,85.99002112711473
1.504845500650403,21.86724147886555,46.7624223911311,0.21788064112832706,2.97653382369177e-14,1.4554923917925555e-12,1.9043146212307527e-12,0.9559611384391583,81.0,24.503339466822567
1.8349485002168011,46.7624223911311,100.0,0.05604218644838407,2.4857348934048366e-15,2.599303107148913e-13,3.40083599190651e-13,0.9831467246352268,22.0,21.93774494604156
